hhid,round,comment,s7q1a,s7q1a2,s7q1b,s7q1b2,s7q1c,s7q1c2,s7q2,s7q4a,s7q4a2,s7q4b,s7q4b2,s7q5a,s7q5a2,s7q5b,s7q5b2,s7q5c,s7q5c2,s7q5d,s7q5d2,s7q5e,s7q5e2,s7q5f,s7q5f2,s7q6,s7q6a,s7q6b,s7q6c,s7q6d,s7q6e,s7q7,s7q8a,s7q8b,s7q8c,s7q8d,s7q8e,s7q8f,s7q8g,s7q8h,s7q8i,s7q8j,s7q8_other,s7q9_1,s7q9_2,s7q9_3
1023,3,0,,,,,,,Normal,Source of income from selling milk,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Food aid,,Food aid,,,,,,,2,4,6,6,,,,,,,,,,,,,,,,
1023,4,0,,,,,,,Normal,Source of household saving and status,,Source of income from selling livestock,,Petty trading,,Food aid,,Petty trading,,Casual labor,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,
1023,5,0,,,,,,,Somewhat below normal,Do not own livestock,,,,Petty trading,,Casual labor,,Petty trading,,Casual labor,,,,,,,10,15,5,10,,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,Reduce the number of meals eaten each day,Send family members to look for work elsewhere,
1023,6,0,,,,,,,Much above normal,,,,,,,,,,,,,,,,,,,,,,Destitute,,No,No,No,No,No,No,No,No,No,No,,,,
1024,1,,Raiding,,Lack of rain and forage availability,,Disease outbreak,,Somewhat below normal,Source of food from milk,,Source of income from selling milk,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Casual labor,,Casual labor,,Year-round wage/salaried employment,,.30000001,,,,,,,,,,,,,,,,,,,,
1024,2,,,,,,,,Much below normal,Source of household saving and status,,No second role,,Food aid,,Casual labor,,Food aid,,Casual labor,,,,,,,6,10,8,8,,,,,,,,,,,,,,,,
1024,3,1,,,,,,,Normal,Source of household saving and status,,Source of income from selling milk,,Food aid,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,,,,,,1,3,8,3,,,,,,,,,,,,,,,,
1024,4,0,,,,,,,Normal,Source of income from selling milk,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Crop cultivation,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,
1024,5,0,,,,,,,Normal,Source of income from selling livestock,,Source of income from selling milk,,Livestock keeping,,Crop cultivation,,Casual labor,,Crop cultivation,,,,,,,1,3,2,4,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,
1024,6,0,,,,,,,Much below normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,No,No,No,No,No,No,Yes,No,No,,,,
1025,1,,Lack of rain and forage availability,,Raiding,,Disease outbreak,,Normal,Source of food from milk,,Source of household saving and status,,Casual labor,,Casual labor,,Casual labor,,Casual labor,,Livestock keeping,,Livestock keeping,,.44999999,,,,,,,,,,,,,,,,,,,,
1025,2,,,,,,,,Above normal,Source of household saving and status,,Ploughing,,Petty trading,,Petty trading,,Petty trading,,Petty trading,,,,,,,4,6,4,4,,,,,,,,,,,,,,,,
1025,3,0,,,,,,,Normal,Source of income from livestock trading,,Source of food from milk,,Food aid,,Food aid,,Cash transfers (CARE),,Food aid,,,,,,,0,2,4,3,,,,,,,,,,,,,,,,
1025,4,0,,,,,,,Above normal,Source of income from selling milk,,Source of food from milk,,Casual labor,,Casual labor,,Cash transfers (CARE),,Cash transfers (CARE),,,,,,,0,0,0,2,,,,,,,,,,,,,,,,
1025,5,0,,,,,,,Somewhat below normal,Source of food from milk,,Source of income from selling livestock,,Crop cultivation,,Crop cultivation,,Crop cultivation,,Crop cultivation,,,,,,,1,12,3,18,,Yes,Yes,No,No,No,No,Yes,No,No,No,No,,Increase non-livestock activities,Reduce the number of meals eaten each day,
1025,6,0,,,,,,,Somewhat below normal,,,,,,,,,,,,,,,,,,,,,,Destitute,,No,No,No,No,No,No,No,No,No,No,,,,
1026,1,,Lack of rain and forage availability,,Raiding,,Disease outbreak,,Normal,Ploughing,,Source of food from milk,,Crop cultivation,,Crop cultivation,,Crop cultivation,,Crop cultivation,,Crop cultivation,,Crop cultivation,,.40000001,,,,,,,,,,,,,,,,,,,,
1026,2,,,,,,,,Much below normal,Source of household saving and status,,Ploughing,,Crop cultivation,,Crop cultivation,,Crop cultivation,,Crop cultivation,,,,,,,8,12,6,6,,,,,,,,,,,,,,,,
1026,3,0,,,,,,,Normal,Ploughing,,Source of household saving and status,,Other (specify),SAVINGS,Other (specify),SAVINGS,Other (specify),SAVINGS,Other (specify),SAVINGS,,,,,,3,5,5,5,,,,,,,,,,,,,,,,
1026,4,0,,,,,,,Normal,Ploughing,,Source of household saving and status,,Crop cultivation,,Crop cultivation,,Crop cultivation,,Crop cultivation,,,,,,,2,3,3,4,,,,,,,,,,,,,,,,
1026,5,0,,,,,,,Normal,Source of food from milk,,Ploughing,,Crop cultivation,,Crop cultivation,,Crop cultivation,,Crop cultivation,,,,,,,0,1,0,2,,No,,,,,,,,,,,,,,
1026,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,No,No,No,No,Yes,No,No,,,,
1027,1,,Lack of rain and forage availability,,Conflict,,Raiding,,Above normal,Source of household saving and status,,Ploughing,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Crop cultivation,,Crop cultivation,,Crop cultivation,,.25,,,,,,,,,,,,,,,,,,,,
1027,2,,,,,,,,Much below normal,Source of household saving and status,,Ploughing,,Petty trading,,Petty trading,,Petty trading,,Petty trading,,,,,,,4,8,3,3,,,,,,,,,,,,,,,,
1027,3,0,,,,,,,Above normal,Source of food from milk,,Source of household saving and status,,Food aid,,Petty trading,,Cash transfers (CARE),,Petty trading,,,,,,,0,2,3,1,,,,,,,,,,,,,,,,
1027,4,0,,,,,,,Above normal,Source of household saving and status,,Source of food from milk,,Petty trading,,Petty trading,,Petty trading,,Petty trading,,,,,,,0,0,1,2,,,,,,,,,,,,,,,,
1027,5,0,,,,,,,Normal,Source of food from milk,,Source of income from selling livestock,,Petty trading,,Crop cultivation,,Petty trading,,Crop cultivation,,,,,,,0,0,0,0,,No,,,,,,,,,,,,,,
1027,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Destitute,,Yes,No,No,No,No,No,No,No,No,No,,Reduce the number of meals eaten each day,,
1029,1,,Lack of rain and forage availability,,Raiding,,Disease outbreak,,Above normal,Source of household saving and status,,Source of food from milk,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,.1,,,,,,,,,,,,,,,,,,,,
1029,2,,,,,,,,Much below normal,Source of household saving and status,,No second role,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,,,,,,6,8,3,3,,,,,,,,,,,,,,,,
1029,3,0,,,,,,,Normal,Source of income from selling milk,,Source of household saving and status,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Livestock keeping,,,,,,,2,4,4,7,,,,,,,,,,,,,,,,
1029,4,0,,,,,,,Somewhat below normal,Source of food from milk,,Source of food from meat and blood,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,,,,,,1,4,4,5,,,,,,,,,,,,,,,,
1029,5,0,,,,,,,Normal,Source of household saving and status,,Source of income from selling livestock,,Year-round wage/salaried employment,,Petty trading,,Petty trading,,Year-round wage/salaried employment,,,,,,,2,3,5,5,,No,,,,,,,,,,,,,,
1029,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Sustainable,,Yes,No,No,No,No,Yes,No,No,No,No,,Increase non-livestock activities,Reduce the number of meals eaten each day,
1031,1,,Lack of rain and forage availability,,Conflict,,Raiding,,Above normal,Source of food from milk,,Source of household saving and status,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Crop cultivation,,Year-round wage/salaried employment,,.2,,,,,,,,,,,,,,,,,,,,
1031,2,,,,,,,,Much below normal,Source of household saving and status,,Source of income from selling milk,,Business owner,,Crop cultivation,,Business owner,,Business owner,,,,,,,3,13,8,12,,,,,,,,,,,,,,,,
1031,3,0,,,,,,,Normal,Source of income from selling milk,,Source of income from livestock trading,,Business owner,,Livestock keeping,,Business owner,,Crop cultivation,,,,,,,2,2,5,7,,,,,,,,,,,,,,,,
1031,4,0,,,,,,,Normal,Source of income from selling milk,,Source of food from milk,,Petty trading,,Business owner,,Business owner,,Business owner,,,,,,,0,1,2,2,,,,,,,,,,,,,,,,
1031,5,0,,,,,,,Somewhat below normal,Source of household saving and status,,Source of income from livestock trading,,Business owner,,Business owner,,Business owner,,Livestock keeping,,,,,,,1,2,2,1,,No,,,,,,,,,,,,,,
1031,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,No,No,No,No,No,No,Yes,No,No,,,,
1032,1,,Lack of rain and forage availability,,Raiding,,Disease outbreak,,Above normal,Source of food from milk,,Source of food from meat and blood,,Petty trading,,Petty trading,,Petty trading,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,.25,,,,,,,,,,,,,,,,,,,,
1032,2,,,,,,,,Normal,Source of household saving and status,,No second role,,Business owner,,Business owner,,Business owner,,Business owner,,,,,,,0,2,1,1,,,,,,,,,,,,,,,,
1032,3,0,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Petty trading,,Petty trading,,Petty trading,,Petty trading,,,,,,,0,4,5,3,,,,,,,,,,,,,,,,
1032,4,0,,,,,,,Much above normal,Source of income from selling milk,,Source of food from milk,,Petty trading,,Petty trading,,Petty trading,,Petty trading,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,
1032,5,0,,,,,,,Much below normal,Source of food from milk,,Source of household saving and status,,Business owner,,Business owner,,Business owner,,Business owner,,,,,,,2,4,2,5,,No,,,,,,,,,,,,,,
1032,6,0,,,,,,,Much above normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,No,No,No,No,No,No,Yes,No,No,,,,
1033,1,,Lack of rain and forage availability,,Conflict,,Disease outbreak,,Normal,Source of food from milk,,Source of household saving and status,,Business owner,,Business owner,,Business owner,,Business owner,,Livestock trading,,Livestock trading,,.30000001,,,,,,,,,,,,,,,,,,,,
1033,2,,,,,,,,Much below normal,Source of income from selling milk,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Business owner,,Business owner,,,,,,,6,10,8,8,,,,,,,,,,,,,,,,
1033,3,0,,,,,,,Above normal,Source of food from milk,,Source of income from livestock trading,,Livestock trading,,Crop cultivation,,Livestock trading,,Crop cultivation,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1033,4,0,,,,,,,Above normal,Source of food from milk,,Source of income from selling livestock,,Business owner,,Business owner,,Business owner,,Business owner,,,,,,,1,1,3,3,,,,,,,,,,,,,,,,
1033,5,0,,,,,,,Above normal,Source of income from livestock trading,,Source of income from selling milk,,Livestock trading,,Livestock trading,,Business owner,,Livestock trading,,,,,,,0,0,0,0,,No,,,,,,,,,,,,,,
1033,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,No,No,No,No,No,No,No,No,No,,,,
1034,1,,Lack of rain and forage availability,,Raiding,,Conflict,,Above normal,Source of household saving and status,,Source of food from milk,,Food aid,,Food aid,,Livestock keeping,,Livestock keeping,,Crop cultivation,,Crop cultivation,,.25,,,,,,,,,,,,,,,,,,,,
1034,2,,,,,,,,Above normal,Source of household saving and status,,Source of income from selling milk,,Year-round wage/salaried employment,,Petty trading,,Petty trading,,Year-round wage/salaried employment,,,,,,,12,10,8,6,,,,,,,,,,,,,,,,
1034,3,0,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Food aid,,Other (specify),SELL OWN FARM LAND,Other (specify),SELL OF OWN FARMLAND,Livestock keeping,,,,,,,2,3,6,3,,,,,,,,,,,,,,,,
1034,4,0,,,,,,,Normal,Source of income from selling milk,,Source of income from livestock trading,,Livestock trading,,Petty trading,,Petty trading,,Livestock trading,,,,,,,1,2,1,1,,,,,,,,,,,,,,,,
1034,5,0,,,,,,,Normal,Source of household saving and status,,Source of food from meat and blood,,Other (specify),OLD AGE RETIREE PENSION,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,,,,,,1,1,3,2,,No,,,,,,,,,,,,,,
1034,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,No,No,No,No,Yes,No,No,,,,
1035,1,,Lack of rain and forage availability,,Raiding,,Disease outbreak,,Above normal,Source of food from milk,,Source of household saving and status,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,.2,,,,,,,,,,,,,,,,,,,,
1035,2,,,,,,,,Much below normal,Source of household saving and status,,Source of income from livestock trading,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,,,,,,6,8,6,6,,,,,,,,,,,,,,,,
1035,3,0,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,,,,,,2,4,7,8,,,,,,,,,,,,,,,,
1035,4,0,,,,,,,Normal,Source of household saving and status,,Source of income from livestock trading,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,,,,,,1,3,0,4,,,,,,,,,,,,,,,,
1035,5,0,,,,,,,Normal,Source of household saving and status,,Source of income from selling livestock,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,,,,,,0,0,5,5,,No,,,,,,,,,,,,,,
1035,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,No,No,No,No,No,No,Yes,No,No,,,,
1036,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Normal,Source of income from selling milk,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Year-round wage/salaried employment,,Crop cultivation,,.30000001,,,,,,,,,,,,,,,,,,,,
1036,2,,,,,,,,Somewhat below normal,Source of food from milk,,Source of income from selling milk,,Casual labor,,Crop cultivation,,Casual labor,,Livestock keeping,,,,,,,16,12,8,8,,,,,,,,,,,,,,,,
1036,3,0,,,,,,,Normal,Source of income from selling meat,,Source of food from milk,,Year-round wage/salaried employment,,Crop cultivation,,Year-round wage/salaried employment,,Livestock keeping,,,,,,,1,4,7,6,,,,,,,,,,,,,,,,
1036,4,0,,,,,,,Above normal,Source of income from selling livestock,,Source of household saving and status,,Transfer from family (outside of hh),,Transfer from family (outside of hh),,Transfer from family (outside of hh),,Transfer from family (outside of hh),,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1036,5,0,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Transfer from family (outside of hh),,Transfer from family (outside of hh),,Transfer from family (outside of hh),,Transfer from family (outside of hh),,,,,,,2,3,5,5,,No,,,,,,,,,,,,,,
1036,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,No,No,No,No,No,No,Yes,No,No,,,,
1037,1,,Lack of rain and forage availability,,Raiding,,Conflict,,Above normal,Source of household saving and status,,Source of income from livestock trading,,Livestock trading,,Petty trading,,Petty trading,,Petty trading,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,.2,,,,,,,,,,,,,,,,,,,,
1037,2,,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Petty trading,,Petty trading,,Petty trading,,Petty trading,,,,,,,14,12,6,6,,,,,,,,,,,,,,,,
1037,3,0,,,,,,,Normal,Source of income from livestock trading,,Source of household saving and status,,Livestock trading,,Livestock trading,,Livestock trading,,Livestock trading,,,,,,,2,4,6,6,,,,,,,,,,,,,,,,
1037,4,0,,,,,,,Normal,Source of income from livestock trading,,Do not own livestock,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Livestock trading,,,,,,,0,2,3,2,,,,,,,,,,,,,,,,
1037,5,0,,,,,,,Above normal,Do not own livestock,,,,Livestock trading,,Livestock trading,,Livestock trading,,Livestock trading,,,,,,,0,0,1,1,,No,,,,,,,,,,,,,,
1038,1,,Lack of rain and forage availability,,Raiding,,Disease outbreak,,Above normal,Source of household saving and status,,Source of income from selling milk,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Livestock trading,,Livestock keeping,,.25,,,,,,,,,,,,,,,,,,,,
1038,2,,,,,,,,Much below normal,Do not own livestock,,No second role,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,,,,,,4,8,4,4,,,,,,,,,,,,,,,,
1038,3,0,,,,,,,Somewhat below normal,Do not own livestock,,,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,,,,,,2,4,6,3,,,,,,,,,,,,,,,,
1038,4,0,,,,,,,Above normal,Do not own livestock,,,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1038,5,0,,,,,,,Normal,Do not own livestock,,,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,,,,,,1,2,3,3,,No,,,,,,,,,,,,,,
1038,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,No,No,No,No,No,No,Yes,No,No,,,,
1039,1,,Lack of rain and forage availability,,Raiding,,Disease outbreak,,Above normal,Source of food from milk,,Source of food from meat and blood,,Crop cultivation,,Crop cultivation,,Crop cultivation,,Crop cultivation,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,.30000001,,,,,,,,,,,,,,,,,,,,
1039,2,,,,,,,,Normal,Source of household saving and status,,No second role,,Crop cultivation,,Crop cultivation,,Crop cultivation,,Crop cultivation,,,,,,,6,4,3,3,,,,,,,,,,,,,,,,
1039,3,0,,,,,,,Normal,Do not own livestock,,,,Food aid,,Crop cultivation,,Food aid,,Food aid,,,,,,,2,2,5,7,,,,,,,,,,,,,,,,
1039,4,0,,,,,,,Above normal,Source of food from milk,,Source of household saving and status,,Crop cultivation,,Crop cultivation,,Crop cultivation,,Crop cultivation,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1039,5,0,,,,,,,Much above normal,Source of food from milk,,Source of household saving and status,,Transfer from family (outside of hh),,Transfer from family (outside of hh),,Transfer from family (outside of hh),,Transfer from family (outside of hh),,,,,,,1,2,1,2,,No,,,,,,,,,,,,,,
1039,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Destitute,,No,No,Yes,No,No,No,No,No,No,No,,Rely on assistance from others,,
