hhid,round,comment,s9q6a,s9q6b,s9q6c,s9q7a,s9q7b,s9q7c,s9q8a,s9q8b,s9q8c,s9q9,s9q10a,s9q10b,s9q10c,s9q11a,s9q11b,s9q11c,s9q12a,s9q12b,s9q12c,s9q13a,s9q13b,s9q13c,s9q14a,s9q14b,s9q14c,s9q14d,s9q14e,s9q15a,s9q15b,s9q15c,s9q15d,s9q15e,s9q16_1,s9q16_2,s9q16a,s9q16b,s9q16c,s9q16d,s9q16e,s9q16f1,s9q16f2,s9q17a,s9q17b,s9q17c,s9q17d,s9q17e,s9q18a,s9q18b,s9q18c,s9q18d,s9q18e,s9q19a,s9q19b,s9q19c,s9q19d,s9q19e,s9q20a,s9q20b,s9q20c,s9q20d,s9q20e,s9q21a,s9q21b,s9q21c,s9q21d,s9q21e,s9q22a,s9q22b,s9q22c,s9q22d,s9q22e,s9q23a,s9q23b,s9q23c,s9q23d,s9q23e,s9q24a,s9q24b,s9q24c,s9q24d,s9q24e,s9q25a,s9q25b
1018,5,0,No,,,Yes,9,3300,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,6,0,No,,,Yes,6,1500,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,No,Yes,4000,0,0,0,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1018,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,1,,Yes,6,824,Yes,9,30,Yes,6,40,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,2,,Yes,10,1200,Yes,9,1980,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,3,0,Yes,6,2250,Yes,10,1500,Yes,6,150,No,,,,,,,,,,,,,No,,,,,Yes,400,0,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,4,0,No,,,Yes,8,1100,No,,,No,,,,,,,,,,,,,Yes,6000,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,5,0,No,,,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,Yes,2000,0,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,6,0,No,,,Yes,7,1300,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1019,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,1,,No,,,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,2,,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,3,0,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,Yes,0,8000,4000,6000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1021,1,,Yes,6,600,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,Yes,2150,2150,0,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,2,,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4350,4350,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,3,1,Yes,10,780,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,2400,1800,1200,1800,Yes,9000,0,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,4,0,No,,,Yes,9,2200,No,,,No,,,,,,,,,,,,,Yes,10000,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,5,1,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,6,0,No,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,10000,4900,47000,0,Yes,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1021,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,Yes,0,5400,5400,5400,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1022,1,,Yes,6,230,Yes,9,1320,Yes,7,40,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,2,,Yes,10,840,Yes,8,1220,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,3,0,Yes,7,16800,Yes,9,6500,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,4,0,No,,,Yes,6,1500,No,,,No,,,,,,,,,,,,,Yes,300,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,5,0,No,,,Yes,9,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,6,0,No,,,Yes,4,1400,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1022,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,1,,Yes,6,448,Yes,9,900,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,2,,Yes,10,840,Yes,8,660,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,3,0,Yes,12,3000,Yes,8,1500,No,,,No,,,,,,,,,,,,,Yes,400,0,0,0,Yes,1550,0,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,4,0,Yes,6,3500,Yes,8,1100,No,,,Yes,Food,,,2,,,3,,,300,,,Yes,8000,0,0,0,Yes,0,700,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,5,0,No,,,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,4000,8000,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,6,0,No,,,Yes,6,6600,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,Yes,Yes,Yes,40000,0,4000,0,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
1023,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,8000,2000,6000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1024,1,,Yes,6,656,Yes,9,1980,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,2,,Yes,10,1320,Yes,8,1980,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,3,1,Yes,10,4200,Yes,9,6500,No,,,No,,,,,,,,,,,,,Yes,1200,900,600,800,Yes,12000,0,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,4,0,No,,,Yes,9,3300,No,,,No,,,,,,,,,,,,,Yes,16000,0,0,0,Yes,0,1100,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,5,0,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,0,450,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,6,0,No,,,Yes,5,1800,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5000,5000,4200,32000,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1024,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,0,4000,No,,,,,Yes,5400,5400,0,5400,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1025,1,,Yes,6,1228,Yes,9,3600,No,,,No,,,,,,,,,,,,,No,0,0,0,0,Yes,2150,2150,0,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,2,,Yes,10,1650,Yes,8,1980,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,3,0,Yes,6,2100,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3000,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,4,0,Yes,3,5550,Yes,7,8500,No,,,No,,,,,,,,,,,,,Yes,10200,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,5,0,No,,,Yes,9,5500,No,,,No,,,,,,,,,,,,,Yes,100,0,0,0,Yes,0,1000,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,6,0,No,,,Yes,6,13200,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
1025,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,Yes,0,0,4000,0,No,,,,,No,,,,,No,,,,,,
1026,1,,Yes,6,450,Yes,9,900,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,2,,Yes,10,840,Yes,8,660,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,3,0,Yes,6,2500,Yes,8,880,No,,,No,,,,,,,,,,,,,No,,,,,Yes,3000,0,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,4,0,No,,,Yes,9,2200,No,,,No,,,,,,,,,,,,,Yes,14000,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,5,0,No,,,Yes,9,4400,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,6,0,No,,,Yes,8,3020,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1026,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,1,,Yes,6,2400,Yes,9,5400,Yes,6,1000,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2,,Yes,10,1620,Yes,8,2640,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4350,4350,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,3,0,Yes,8,2000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,3000,3000,3000,3000,,,Yes,2150,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,4,0,Yes,4,1620,Yes,7,4400,No,,,Yes,Food,,,2,,,39,,,300,,,Yes,28000,0,0,0,No,,,,,,,Yes,7000,3000,2150,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,5,0,No,,,Yes,8,4400,No,,,Yes,Food,,,2,,,45,,,300,,,No,,,,,No,,,,,,,Yes,0,10500,7000,10500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,6,0,No,,,Yes,8,1200,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,0,47000,0,0,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1029,1,,No,,,Yes,9,90,Yes,1,80,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,2,,Yes,10,840,Yes,8,1320,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,3,0,Yes,5,12000,Yes,9,4500,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,4,0,Yes,3,2210,Yes,9,3300,No,,,Yes,Food,,,2,,,60,,,300,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,5,0,No,,,Yes,8,2200,No,,,No,,,,,,,,,,,,,Yes,7000,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,6,0,No,,,Yes,6,600,Yes,6,700,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,Yes,7000,0,0,0,No,,,,,No,,,,,,
1029,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,1,,Yes,6,1200,No,,,Yes,6,0,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,2,,Yes,10,2200,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,3,0,Yes,7,14500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,4,0,No,,,Yes,8,4400,No,,,No,,,,,,,,,,,,,Yes,6000,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,5,0,No,,,Yes,6,6600,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,6,0,No,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1031,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,1,,Yes,2,6428,Yes,9,4500,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,2,,Yes,10,1560,Yes,8,660,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,3,0,Yes,6,1600,Yes,8,1100,No,,,No,,,,,,,,,,,,,Yes,1000,0,0,0,Yes,2000,8000,8000,8000,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,4,0,No,,,Yes,8,5500,No,,,No,,,,,,,,,,,,,Yes,6000,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,5,0,No,,,Yes,9,450,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,6,0,No,,,Yes,6,660,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1032,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,1,,Yes,12,25000,Yes,9,5280,Yes,12,200,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,2,,Yes,10,1650,Yes,8,1980,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,3,0,Yes,7,2000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,4,0,Yes,2,150,Yes,9,6600,No,,,No,,,,,,,,,,,,,Yes,4800,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,5,0,No,,,Yes,6,32000,No,,,No,,,,,,,,,,,,,No,,,,,Yes,0,1000,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,6,0,No,,,Yes,5,5000,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1033,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,1,,Yes,6,1808,Yes,7,2640,Yes,6,80,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,2,,Yes,10,1200,Yes,8,2640,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,3,0,Yes,10,1500,Yes,9,4500,No,,,No,,,,,,,,,,,,,Yes,800,600,200,600,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,4,0,No,,,Yes,8,5500,No,,,No,,,,,,,,,,,,,Yes,12000,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,5,0,No,,,Yes,9,4400,No,,,No,,,,,,,,,,,,,No,,,,,Yes,500,400,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,6,0,No,,,Yes,4,4000,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1034,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,1,,Yes,6,200,Yes,9,90,Yes,6,40,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,2,,Yes,10,1620,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,3,0,Yes,8,2000,Yes,8,4500,No,,,No,,,,,,,,,,,,,No,,,,,Yes,300,0,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,4,0,No,,,Yes,9,4400,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,5,0,No,,,Yes,8,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,6,0,No,,,Yes,6,2000,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1035,7,,,,,,,,,,,Yes,,,,,,,22,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,1,,Yes,6,800,Yes,9,1800,Yes,6,800,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,2,,Yes,10,800,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,3,0,Yes,8,23000,Yes,3,5500,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,4,0,Yes,6,2800,Yes,8,4400,No,,,No,,,,,,,,,,,,,Yes,8000,0,0,0,Yes,0,1200,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,5,1,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,6,0,No,,,Yes,7,1900,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1036,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,Yes,0,8000,4000,6000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
1037,1,,Yes,6,400,Yes,9,900,Yes,6,60,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,2,,Yes,10,1460,Yes,8,2640,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,3,0,Yes,12,1600,Yes,8,4500,No,,,No,,,,,,,,,,,,,No,,,,,Yes,1200,0,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,4,0,No,,,Yes,8,1100,No,,,No,,,,,,,,,,,,,Yes,2000,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,5,0,No,,,Yes,6,26400,No,,,No,,,,,,,,,,,,,No,,,,,Yes,0,1000,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,1,,No,,,Yes,9,200,Yes,12,5000,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,2,,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,3,0,Yes,10,2000,Yes,9,3000,No,,,No,,,,,,,,,,,,,Yes,800,600,400,600,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,4,0,Yes,6,2600,No,,,No,,,No,,,,,,,,,,,,,Yes,6000,0,0,0,Yes,0,700,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,5,0,No,,,Yes,9,4400,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,6,0,No,,,Yes,7,4800,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,Yes,4000,12000,4000,4000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
