hhid,round,comment,itemtype,itemtype_os,s11q11
1015,7,,Vaccinations and other veterinarian service,,7200
1015,7,,Vaccinations and other veterinarian service,,4800
1015,7,,Transportation/other transaction costs for animals,,0
1015,7,,Wages for herders,,0
1016,1,,Other (specify),,0
1016,1,,Water for animal consumption (that you pay for),,0
1016,1,,Animal fodder (purchased fodder for donkey etc),,0
1016,1,,Other supplementary animal feeding,,0
1016,1,,Vaccinations and other veterinarian service,,0
1016,1,,Transportation/other transaction costs for animals,,0
1016,2,,Other (specify),,0
1016,2,,Water for animal consumption (that you pay for),,0
1016,2,,Animal fodder (purchased fodder for donkey etc),,0
1016,2,,Other supplementary animal feeding,,0
1016,2,,Vaccinations and other veterinarian service,,0
1016,2,,Transportation/other transaction costs for animals,,0
1016,3,0,Other (specify),,0
1016,3,0,Water for animal consumption (that you pay for),,5000
1016,3,0,Animal fodder (purchased fodder for donkey etc),,2000
1016,3,0,Other supplementary animal feeding,,0
1016,3,0,Vaccinations and other veterinarian service,,200
1016,3,0,Transportation/other transaction costs for animals,,0
1016,4,0,Other (specify),,0
1016,4,0,Water for animal consumption (that you pay for),,0
1016,4,0,Animal fodder (purchased fodder for donkey etc),,0
1016,4,0,Other supplementary animal feeding,,0
1016,4,0,Vaccinations and other veterinarian service,,0
1016,4,0,Transportation/other transaction costs for animals,,0
1016,4,0,Wages for herders,,0
1016,5,0,Other (specify),,0
1016,5,0,Water for animal consumption (that you pay for),,50
1016,5,0,Animal fodder (purchased fodder for donkey etc),,0
1016,5,0,Other supplementary animal feeding,,300
1016,5,0,Vaccinations and other veterinarian service,,0
1016,5,0,Transportation/other transaction costs for animals,,0
1016,5,0,Wages for herders,,0
1016,6,0,Other (specify),,0
1016,6,1,Water for animal consumption (that you pay for),,0
1016,6,0,Animal fodder (purchased fodder for donkey etc),,0
1016,6,1,Other supplementary animal feeding,,0
1016,6,0,Vaccinations and other veterinarian service,,0
1016,6,0,Transportation/other transaction costs for animals,,0
1016,6,0,Wages for herders,,0
1016,7,,Water for animal consumption (that you pay for),,7200
1016,7,,Animal fodder (purchased fodder for donkey etc),,0
1016,7,,Other supplementary animal feeding,,0
1016,7,,Vaccinations and other veterinarian service,,7200
1016,7,,Vaccinations and other veterinarian service,,0
1016,7,,Transportation/other transaction costs for animals,,0
1016,7,,Wages for herders,,0
1017,1,,Other (specify),,0
1017,1,,Water for animal consumption (that you pay for),,6000
1017,1,,Animal fodder (purchased fodder for donkey etc),,10800
1017,1,,Other supplementary animal feeding,,0
1017,1,,Vaccinations and other veterinarian service,,0
1017,1,,Transportation/other transaction costs for animals,,0
1017,2,,Other (specify),,0
1017,2,,Water for animal consumption (that you pay for),,0
1017,2,,Animal fodder (purchased fodder for donkey etc),,0
1017,2,,Other supplementary animal feeding,,0
1017,2,,Vaccinations and other veterinarian service,,0
1017,2,,Transportation/other transaction costs for animals,,0
1017,3,0,Other (specify),,0
1017,3,0,Water for animal consumption (that you pay for),,300
1017,3,0,Animal fodder (purchased fodder for donkey etc),,4500
1017,3,0,Other supplementary animal feeding,,2000
1017,3,0,Vaccinations and other veterinarian service,,200
1017,3,0,Transportation/other transaction costs for animals,,0
1017,4,0,Other (specify),,0
1017,4,0,Water for animal consumption (that you pay for),,0
1017,4,0,Animal fodder (purchased fodder for donkey etc),,0
1017,4,0,Other supplementary animal feeding,,50
1017,4,0,Vaccinations and other veterinarian service,,200
1017,4,0,Transportation/other transaction costs for animals,,0
1017,4,0,Wages for herders,,0
1017,5,0,Other (specify),,0
1017,5,0,Water for animal consumption (that you pay for),,0
1017,5,0,Animal fodder (purchased fodder for donkey etc),,0
1017,5,0,Other supplementary animal feeding,,200
1017,5,0,Vaccinations and other veterinarian service,,100
1017,5,0,Transportation/other transaction costs for animals,,0
1017,5,0,Wages for herders,,0
1017,6,0,Other (specify),,0
1017,6,0,Water for animal consumption (that you pay for),,0
1017,6,0,Animal fodder (purchased fodder for donkey etc),,0
1017,6,0,Other supplementary animal feeding,,0
1017,6,0,Vaccinations and other veterinarian service,,400
1017,6,0,Transportation/other transaction costs for animals,,0
1017,6,0,Wages for herders,,0
1018,1,,Other (specify),,0
1018,1,,Water for animal consumption (that you pay for),,4800
1018,1,,Animal fodder (purchased fodder for donkey etc),,50000
1018,1,,Other supplementary animal feeding,,200
1018,1,,Vaccinations and other veterinarian service,,200
1018,1,,Transportation/other transaction costs for animals,,0
1018,2,,Other (specify),,0
1018,2,,Water for animal consumption (that you pay for),,0
1018,2,,Animal fodder (purchased fodder for donkey etc),,0
1018,2,,Other supplementary animal feeding,,0
1018,2,,Vaccinations and other veterinarian service,,2000
1018,2,,Transportation/other transaction costs for animals,,0
1018,3,0,Other (specify),,0
1018,3,0,Water for animal consumption (that you pay for),,6000
1018,3,0,Animal fodder (purchased fodder for donkey etc),,12000
1018,3,0,Other supplementary animal feeding,,2000
1018,3,0,Vaccinations and other veterinarian service,,800
1018,3,0,Transportation/other transaction costs for animals,,0
1018,4,0,Other (specify),,0
1018,4,0,Water for animal consumption (that you pay for),,0
1018,4,0,Animal fodder (purchased fodder for donkey etc),,0
1018,4,0,Other supplementary animal feeding,,0
1018,4,0,Vaccinations and other veterinarian service,,0
1018,4,0,Transportation/other transaction costs for animals,,0
1018,4,0,Wages for herders,,0
1018,5,0,Other (specify),,0
1018,5,0,Water for animal consumption (that you pay for),,1200
1018,5,0,Animal fodder (purchased fodder for donkey etc),,0
1018,5,0,Other supplementary animal feeding,,480
1018,5,0,Vaccinations and other veterinarian service,,300
1018,5,0,Transportation/other transaction costs for animals,,0
1018,5,0,Wages for herders,,0
1018,6,0,Other (specify),,0
1018,6,0,Water for animal consumption (that you pay for),,0
1018,6,0,Animal fodder (purchased fodder for donkey etc),,1000
1018,6,0,Other supplementary animal feeding,,1000
1018,6,0,Vaccinations and other veterinarian service,,1500
1018,6,0,Transportation/other transaction costs for animals,,0
1018,6,0,Wages for herders,,0
1019,1,,Other (specify),,0
1019,1,,Water for animal consumption (that you pay for),,600
1019,1,,Animal fodder (purchased fodder for donkey etc),,500
1019,1,,Other supplementary animal feeding,,100
1019,1,,Vaccinations and other veterinarian service,,0
1019,1,,Transportation/other transaction costs for animals,,0
1019,2,,Other (specify),,0
1019,2,,Water for animal consumption (that you pay for),,0
1019,2,,Animal fodder (purchased fodder for donkey etc),,0
1019,2,,Other supplementary animal feeding,,0
1019,2,,Vaccinations and other veterinarian service,,200
1019,2,,Transportation/other transaction costs for animals,,0
1019,3,0,Other (specify),ANIMAL(SALT),80
1019,3,0,Water for animal consumption (that you pay for),,6750
1019,3,0,Animal fodder (purchased fodder for donkey etc),,6000
1019,3,0,Other supplementary animal feeding,,0
1019,3,0,Vaccinations and other veterinarian service,,600
1019,3,0,Transportation/other transaction costs for animals,,0
1019,4,0,Other (specify),,0
1019,4,0,Water for animal consumption (that you pay for),,0
1019,4,0,Animal fodder (purchased fodder for donkey etc),,0
1019,4,0,Other supplementary animal feeding,,0
1019,4,0,Vaccinations and other veterinarian service,,0
1019,4,0,Transportation/other transaction costs for animals,,0
1019,4,0,Wages for herders,,24000
1019,5,0,Other (specify),,0
1019,5,1,Water for animal consumption (that you pay for),,6000
1019,5,1,Animal fodder (purchased fodder for donkey etc),,8000
1019,5,0,Other supplementary animal feeding,,2000
1019,5,0,Vaccinations and other veterinarian service,,1000
1019,5,0,Transportation/other transaction costs for animals,,0
1019,5,0,Wages for herders,,0
1019,6,0,Other (specify),,0
1019,6,0,Water for animal consumption (that you pay for),,200
1019,6,0,Animal fodder (purchased fodder for donkey etc),,300
1019,6,0,Other supplementary animal feeding,,500
1019,6,0,Vaccinations and other veterinarian service,,1200
1019,6,0,Transportation/other transaction costs for animals,,0
1019,6,0,Wages for herders,,0
1019,7,,Water for animal consumption (that you pay for),,0
1019,7,,Animal fodder (purchased fodder for donkey etc),,0
1019,7,,Other supplementary animal feeding,,0
1019,7,,Vaccinations and other veterinarian service,,0
1019,7,,Vaccinations and other veterinarian service,,0
1019,7,,Transportation/other transaction costs for animals,,0
1019,7,,Wages for herders,,12000
1020,1,,Water for animal consumption (that you pay for),,7000
1020,1,,Animal fodder (purchased fodder for donkey etc),,30000
1020,1,,Other supplementary animal feeding,,0
1020,1,,Vaccinations and other veterinarian service,,0
1020,1,,Transportation/other transaction costs for animals,,0
1020,1,,Wages for herders,,72000
1020,2,,Other (specify),,0
1020,2,,Water for animal consumption (that you pay for),,460
1020,2,,Animal fodder (purchased fodder for donkey etc),,1200
1020,2,,Other supplementary animal feeding,,0
1020,2,,Vaccinations and other veterinarian service,,2400
1020,2,,Transportation/other transaction costs for animals,,0
1020,3,0,Other (specify),,0
1020,3,0,Water for animal consumption (that you pay for),,0
1020,3,0,Animal fodder (purchased fodder for donkey etc),,60000
1020,3,0,Other supplementary animal feeding,,0
1020,3,0,Vaccinations and other veterinarian service,,0
1020,3,0,Transportation/other transaction costs for animals,,0
1020,7,,Water for animal consumption (that you pay for),,0
1020,7,,Animal fodder (purchased fodder for donkey etc),,0
1020,7,,Other supplementary animal feeding,,4000
1020,7,,Vaccinations and other veterinarian service,,2000
1020,7,,Vaccinations and other veterinarian service,,1500
1020,7,,Transportation/other transaction costs for animals,,0
1020,7,,Wages for herders,,110000
1021,1,,Water for animal consumption (that you pay for),,0
1021,1,,Animal fodder (purchased fodder for donkey etc),,0
1021,1,,Other supplementary animal feeding,,100
1021,1,,Vaccinations and other veterinarian service,,0
1021,1,,Transportation/other transaction costs for animals,,0
1021,1,,Wages for herders,,18000
1021,2,,Other (specify),,0
1021,2,,Water for animal consumption (that you pay for),,0
1021,2,,Animal fodder (purchased fodder for donkey etc),,0
1021,2,,Other supplementary animal feeding,,250
1021,2,,Vaccinations and other veterinarian service,,0
1021,2,,Transportation/other transaction costs for animals,,0
1021,3,0,Other (specify),,0
1021,3,0,Water for animal consumption (that you pay for),,2000
1021,3,1,Animal fodder (purchased fodder for donkey etc),,8000
1021,3,0,Other supplementary animal feeding,,0
1021,3,0,Vaccinations and other veterinarian service,,0
1021,3,0,Transportation/other transaction costs for animals,,0
1021,4,0,Other (specify),,0
1021,4,0,Water for animal consumption (that you pay for),,0
1021,4,0,Animal fodder (purchased fodder for donkey etc),,0
1021,4,0,Other supplementary animal feeding,,0
1021,4,0,Vaccinations and other veterinarian service,,400
1021,4,0,Transportation/other transaction costs for animals,,0
1021,4,0,Wages for herders,,0
1021,5,0,Other (specify),,0
1021,5,0,Water for animal consumption (that you pay for),,0
1021,5,0,Animal fodder (purchased fodder for donkey etc),,0
1021,5,0,Other supplementary animal feeding,,700
1021,5,0,Vaccinations and other veterinarian service,,0
1021,5,0,Transportation/other transaction costs for animals,,0
1021,5,0,Wages for herders,,0
1021,6,0,Other (specify),,0
1021,6,0,Water for animal consumption (that you pay for),,0
1021,6,0,Animal fodder (purchased fodder for donkey etc),,0
1021,6,0,Other supplementary animal feeding,,2400
1021,6,0,Vaccinations and other veterinarian service,,2400
1021,6,0,Transportation/other transaction costs for animals,,0
1021,6,0,Wages for herders,,36000
1022,1,,Other (specify),,0
1022,1,,Water for animal consumption (that you pay for),,36000
1022,1,,Animal fodder (purchased fodder for donkey etc),,15000
1022,1,,Other supplementary animal feeding,,1200
1022,1,,Vaccinations and other veterinarian service,,1500
1022,1,,Transportation/other transaction costs for animals,,0
1022,2,,Other (specify),,0
1022,2,,Water for animal consumption (that you pay for),,800
1022,2,,Animal fodder (purchased fodder for donkey etc),,0
1022,2,,Other supplementary animal feeding,,0
1022,2,,Vaccinations and other veterinarian service,,1200
1022,2,,Transportation/other transaction costs for animals,,0
1022,3,0,Other (specify),,0
1022,3,0,Water for animal consumption (that you pay for),,10000
1022,3,0,Animal fodder (purchased fodder for donkey etc),,4000
1022,3,0,Other supplementary animal feeding,,0
1022,3,0,Vaccinations and other veterinarian service,,1000
1022,3,0,Transportation/other transaction costs for animals,,0
1022,4,0,Other (specify),,0
1022,4,0,Water for animal consumption (that you pay for),,3600
